No.,Time,FrameCounter,LX,LY,LP,RX,RY,RP,CX,CY,D,D-Sts,M-Sts,E-Sts,DISABLE_R,XMIN_ERR_R,XMAX_ERR_R,YMIN_ERR_R,YMAX_ERR_R,PUKJ_ERR_R,PUPIL_ERR_R,CALC_ERR_R,METHOD_MSB_R,METHOD_LSB_R,DISABLE_C,XMIN_ERR_C,XMAX_ERR_C,YMIN_ERR_C,YMAX_ERR_C,CALC_ERR_C,DISABLE_L,XMIN_ERR_L,XMAX_ERR_L,YMIN_ERR_L,YMAX_ERR_L,PUKJ_ERR_L,PUPL_ERR_L,CALC_ERR_L,METHOD_MSB_L,METHOD_LSB_L,SCENE,CUE3_DSTATION,CUE2_EXTERNAL,CUE1_SWITCH,TTL_WINK_R,TTL_FIX_R,DTTL_PUPIL_R,TTL_SLEEP_R,TTL_FIX_C,TTL_WINK_L,TTL_FIX_L,TTL_PUPIL_L,TTL_SLEEP_L
00000091,1.518,00:07:18:011,343.6,263.7,3.41,330.7,270.2,3.26,337.6,281.5,0.980,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000092,1.535,00:07:18:012,344.0,262.4,3.41,332.8,278.7,3.37,338.8,288.7,1.079,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000093,1.552,00:07:18:013,349.8,265.9,3.31,314.3,278.9,3.42,333.0,312.4,0.429,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000094,1.568,00:07:18:014,341.8,266.9,3.45,324.3,283.4,3.33,333.5,299.4,0.783,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000095,1.585,00:07:18:015,342.2,267.9,3.41,320.9,284.9,3.32,332.1,304.6,0.669,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000096,1.602,00:07:18:016,340.5,262.4,3.44,328.9,277.9,3.32,335.1,288.3,1.047,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000097,1.618,00:07:18:017,344.5,268.4,3.39,318.9,279.2,3.23,332.4,302.8,0.575,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000098,1.635,00:07:18:018,339.0,266.9,3.49,332.2,281.6,3.49,335.8,287.7,1.438,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000099,1.652,00:07:18:019,342.6,263.5,3.42,324.5,268.2,3.15,334.1,284.2,0.763,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00000100,1.668,00:07:18:020,349.7,274.0,3.39,299.1,292.8,3.06,324.9,343.7,0.305,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000101,1.685,00:07:18:021,338.8,264.0,3.52,334.3,278.8,3.47,336.7,282.8,1.748,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000102,1.702,00:07:18:022,340.5,266.8,3.47,323.8,286.7,3.32,332.6,302.0,0.813,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000103,1.718,00:07:18:023,348.6,264.5,3.30,315.8,270.8,3.09,333.1,301.0,0.461,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000104,1.735,00:07:18:024,345.1,271.0,3.42,330.4,293.1,3.54,338.3,306.8,0.890,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000105,1.752,00:07:18:025,348.5,267.9,3.31,319.3,281.8,3.18,334.8,309.1,0.513,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000106,1.768,00:07:18:026,347.9,267.0,3.34,324.5,270.8,3.25,337.0,291.9,0.619,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000107,1.785,00:07:18:027,341.8,266.6,3.44,324.0,280.7,3.24,333.4,296.9,0.771,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000108,1.802,00:07:18:028,341.3,267.4,3.45,325.2,286.6,3.40,333.7,301.3,0.836,0x00000000,0x00000000,0x00000140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,1,0,1,0,0
00000109,1.818,00:07:18:029,344.7,268.7,3.41,323.2,270.5,3.26,334.6,289.7,0.667,0x00000000,0x00000000,0x00000140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,1,0,1,0,0
00000110,1.835,00:07:18:030,341.4,269.5,3.45,327.9,281.4,3.34,335.1,293.7,0.946,0x00000000,0x00000000,0x00000140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,1,0,1,0,0
00000111,1.852,00:07:18:031,341.0,271.5,3.48,336.1,281.8,3.43,338.7,286.2,1.687,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000112,1.869,00:07:18:032,350.1,268.1,3.31,325.6,277.4,3.28,338.8,299.8,0.598,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000113,1.885,00:07:18:033,344.7,269.9,3.39,317.8,279.8,3.14,331.9,304.8,0.551,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000114,1.902,00:07:18:034,340.6,268.4,3.48,329.4,282.5,3.38,335.4,292.6,1.078,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000115,1.919,00:07:18:035,343.1,269.6,3.42,329.6,282.2,3.42,336.8,294.3,0.950,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000116,1.935,00:07:18:036,346.2,264.5,3.36,332.0,273.9,3.33,339.7,286.6,0.912,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000117,1.952,00:07:18:037,339.3,267.7,3.46,330.6,281.8,3.46,335.2,289.5,1.263,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000118,1.969,00:07:18:038,340.8,268.0,3.43,321.8,282.3,3.29,331.7,299.6,0.735,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000119,1.985,00:07:18:039,345.6,265.3,3.34,327.1,278.7,3.34,337.0,295.4,0.750,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000120,2.002,00:07:18:040,341.4,269.4,3.43,326.3,283.7,3.35,334.3,297.4,0.875,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000121,2.019,00:07:18:041,340.9,265.0,3.43,324.3,277.0,3.26,333.1,292.0,0.814,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000122,2.035,00:07:18:042,341.2,263.3,3.43,322.6,266.9,3.26,332.4,283.4,0.744,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000123,2.052,00:07:18:043,344.1,274.4,3.41,315.6,292.2,3.28,330.5,319.4,0.524,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000124,2.069,00:07:18:044,348.0,272.1,3.30,313.8,273.8,3.09,331.7,305.5,0.446,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000125,2.085,00:07:18:045,342.4,265.6,3.40,315.1,278.1,3.16,329.3,303.3,0.544,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000126,2.102,00:07:18:046,340.8,268.1,3.44,322.4,279.4,3.31,332.0,296.1,0.753,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000127,2.119,00:07:18:047,345.2,264.3,3.37,314.6,278.9,3.20,330.6,307.5,0.492,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000128,2.135,00:07:18:048,336.2,266.3,3.52,332.2,280.2,3.52,334.3,283.7,1.849,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000129,2.152,00:07:18:049,341.4,265.4,3.43,314.8,278.0,3.20,328.5,302.5,0.557,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000130,2.169,00:07:18:050,343.0,267.3,3.38,313.4,277.9,3.15,328.7,305.3,0.508,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000131,2.186,00:07:18:051,336.7,267.7,3.53,331.3,277.8,3.46,334.2,282.6,1.615,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000132,2.202,00:07:18:052,339.9,266.5,3.42,321.6,276.9,3.24,331.2,293.4,0.757,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000133,2.219,00:07:18:053,340.0,268.6,3.45,323.5,282.1,3.33,332.2,297.2,0.816,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000134,2.236,00:07:18:054,341.0,267.8,3.43,319.7,279.6,3.27,330.8,299.1,0.669,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000135,2.252,00:07:18:055,338.7,269.2,3.47,322.7,280.6,3.33,331.1,295.1,0.840,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000136,2.269,00:07:18:056,342.8,265.3,3.36,318.5,276.4,3.25,331.2,298.6,0.600,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000137,2.286,00:07:18:057,339.5,264.4,3.42,324.9,276.8,3.32,332.6,289.8,0.899,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000138,2.302,00:07:18:058,339.8,265.8,3.41,317.2,280.2,3.24,328.9,300.9,0.640,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000139,2.319,00:07:18:059,339.9,270.9,3.43,315.5,282.2,3.27,328.1,304.8,0.598,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000140,2.336,00:07:19:000,340.2,267.9,3.40,318.6,275.5,3.23,329.8,295.0,0.662,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000141,2.352,00:07:19:001,339.0,267.2,3.41,317.5,275.6,3.29,328.6,295.1,0.665,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000142,2.369,00:07:19:002,337.6,270.2,3.43,325.4,274.4,3.30,331.8,285.3,1.013,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000143,2.386,00:07:19:003,340.8,268.6,3.37,313.3,279.2,3.25,327.5,304.7,0.541,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000144,2.402,00:07:19:004,336.4,266.2,3.46,320.1,268.4,3.16,328.5,282.8,0.824,0x00000000,0x00000000,0x00004140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,1,0,1,0,0
00000145,2.419,00:07:19:005,340.2,273.5,3.38,303.4,291.2,3.14,321.9,327.1,0.415,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000146,2.436,00:07:19:006,336.3,268.9,3.44,317.0,279.7,3.27,326.9,297.2,0.725,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000147,2.452,00:07:19:007,336.6,268.0,3.42,326.4,279.4,3.42,331.8,288.5,1.143,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000148,2.469,00:07:19:008,337.1,267.2,3.42,316.6,280.3,3.36,327.2,299.1,0.689,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000149,2.486,00:07:19:009,339.1,272.0,3.39,314.0,283.1,3.24,326.9,306.5,0.583,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000150,2.503,00:07:19:010,334.0,265.6,3.49,321.7,278.6,3.33,328.1,289.6,1.010,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000151,2.519,00:07:19:011,349.0,280.6,3.26,302.8,288.6,3.10,326.5,334.3,0.334,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000152,2.536,00:07:19:012,335.2,266.6,3.47,326.4,275.6,3.44,331.0,283.3,1.249,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000153,2.553,00:07:19:013,339.6,259.4,3.38,320.5,274.9,3.30,330.5,292.2,0.729,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000154,2.569,00:07:19:014,338.6,251.1,3.41,329.3,273.1,3.39,334.2,281.3,1.211,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000155,2.586,00:07:19:015,342.5,252.4,3.37,310.2,269.1,3.22,326.8,298.6,0.470,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000156,2.603,00:07:19:016,338.6,250.4,3.41,320.6,266.3,3.32,330.0,282.1,0.767,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000157,2.619,00:07:19:017,337.8,249.1,3.43,327.3,269.7,3.39,332.8,278.9,1.124,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000158,2.636,00:07:19:018,342.9,250.6,3.36,322.3,269.7,3.34,333.1,288.0,0.689,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000159,2.653,00:07:19:019,340.8,249.5,3.37,325.9,263.6,3.39,333.8,276.6,0.880,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000160,2.669,00:07:19:020,340.4,248.2,3.37,325.6,266.1,3.38,333.4,279.1,0.887,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000161,2.686,00:07:19:021,341.2,251.4,3.39,310.6,268.5,3.18,326.3,296.3,0.492,0x00000000,0x00000000,0x00004040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,1,0,0,0,0,1,0,0
00000162,2.703,00:07:19:022,335.1,247.5,3.47,338.7,259.2,3.49,336.8,256.2,6.744,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000163,2.719,00:07:19:023,347.5,260.2,3.28,305.1,274.4,3.13,326.9,314.6,0.363,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000164,2.736,00:07:19:024,337.1,247.6,3.41,325.1,270.4,3.36,331.4,281.0,1.025,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000165,2.753,00:07:19:025,334.9,251.4,3.49,329.8,270.1,3.43,332.5,274.4,1.669,0x00000000,0x00000000,0x00000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,1,0,0
00000166,2.769,00:07:19:026,350.2,265.3,3.24,290.5,281.1,2.99,320.4,340.9,0.258,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000167,2.786,00:07:19:027,336.0,248.5,3.44,331.9,262.2,3.36,334.1,265.7,1.811,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000168,2.803,00:07:19:028,359.1,253.0,3.17,297.8,252.5,2.77,329.7,310.0,0.251,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000169,2.820,00:07:19:029,336.3,254.2,3.40,322.2,272.8,3.41,329.5,285.2,0.921,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000170,2.836,00:07:19:030,341.6,242.3,3.36,329.6,258.3,3.25,336.0,268.5,1.029,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000171,2.853,00:07:19:031,999.0,999.0,999.00,328.1,286.0,3.24,999.0,999.0,999.000,0x00010280,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000172,2.870,00:07:19:032,999.0,999.0,999.00,999.0,999.0,999.00,999.0,999.0,999.000,0x02810280,0x00000000,0x00000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000173,2.886,00:07:19:033,999.0,999.0,999.00,999.0,999.0,999.00,999.0,999.0,999.000,0x02810280,0x00000000,0x00000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000174,2.903,00:07:19:034,999.0,999.0,999.00,345.3,251.0,3.39,999.0,999.0,999.000,0x00010280,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000175,2.920,00:07:19:035,327.9,222.9,3.46,329.1,250.2,3.21,328.5,249.3,3.665,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000176,2.936,00:07:19:036,332.8,201.6,3.53,326.8,241.5,3.21,329.9,246.3,1.545,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000177,2.953,00:07:19:037,335.6,187.1,3.50,337.9,222.9,3.28,336.7,221.2,4.643,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000178,2.970,00:07:19:038,340.8,185.2,3.29,309.0,220.4,2.96,325.3,246.0,0.475,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000179,2.986,00:07:19:039,337.3,181.9,3.41,330.5,227.6,3.30,334.1,232.9,1.444,0x00000480,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000180,3.003,00:07:19:040,338.1,218.6,3.41,323.3,217.3,3.14,331.0,228.6,0.888,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
00000181,3.020,00:07:19:041,341.6,216.7,3.33,330.3,226.2,3.27,336.3,235.0,1.070,0x00000000,0x00000000,0x00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000,0,0,0,0,0,0,0,0,0,0,0,0
